Date,Open,High,Low,Close,Adjusted_close,Volume
2000-01-03,2143.67,2148.71,2122.99,2141.77,2141.77,0
2000-01-04,2151.55,2158.21,2130.68,2153.18,2153.18,0
2000-01-05,2113.38,2113.38,2070.14,2074.75,2074.75,0
2000-01-06,2079.05,2082.81,2066.88,2079.11,2079.11,0
2000-01-07,2079.32,2094.29,2077.65,2094.29,2094.29,0
2000-01-10,2105.61,2147.89,2105.61,2142.25,2142.25,0
2000-01-11,2143.23,2148.22,2126.56,2140.78,2140.78,0
2000-01-12,2140.78,2140.78,2101.02,2101.02,2101.02,0
2000-01-13,2099.27,2100.71,2080.98,2084.5,2084.5,0
2000-01-14,2086.7,2102.1,2073.21,2102.1,2102.1,0
2000-01-17,2100.17,2100.17,2087.05,2097.23,2097.23,0
2000-01-18,2096.53,2096.53,2073.15,2074.84,2074.84,0
2000-01-19,2072.5,2072.5,2041.95,2048.53,2048.53,0
2000-01-20,2046.17,2053.63,2020.35,2053.37,2053.37,0
2000-01-21,2052.46,2063.11,2042.05,2062.66,2062.66,0
2000-01-24,2063.22,2063.22,2047.97,2055.56,2055.56,0
2000-01-25,2051.25,2054.92,2037.51,2047.28,2047.28,0
2000-01-26,2047.28,2047.28,1991.63,1998.59,1998.59,0
2000-01-27,1993.71,2011.1,1970.78,1975.2,1975.2,0
2000-01-28,1974.31,1978.65,1960.44,1969.39,1969.39,0
2000-01-31,1959,1997.09,1950.01,1989.43,1989.43,0
2000-02-01,1986.62,1990.95,1972.11,1973.44,1973.44,0
2000-02-02,1976.1,1988.03,1971.88,1975.96,1975.96,0
2000-02-03,1975.96,2002.16,1969.13,1998.13,1998.13,0
2000-02-04,1997.97,2014.86,1988.64,2008.86,2008.86,0
2000-02-07,2009.9,2012.63,1994.89,2005.58,2005.58,0
2000-02-08,2005.58,2036.13,2003.41,2034.44,2034.44,0
2000-02-09,2037.04,2066.05,2034.28,2047.27,2047.27,0
2000-02-10,2033.72,2033.72,2011.7,2020.15,2020.15,0
2000-02-11,2015.97,2016.67,1993.14,1997.21,1997.21,0
2000-02-14,1989.8,1995.03,1973.88,1976.74,1976.74,0
2000-02-15,1974.81,1974.81,1931.89,1938.06,1938.06,0
2000-02-16,1932.77,1932.77,1881.82,1894.95,1894.95,0
2000-02-17,1880.7,1886.05,1863.53,1869.71,1869.71,0
2000-02-18,1870.62,1891.36,1866.78,1884.28,1884.28,0
